Index,Score,Std Dev,a,alpha,b,lamb,zeta
0,-0.5706474497639166,0.24232029635126048,0.9819535039019326,0.398419927856398,0.98874091552742,1.122346217400402,40.112300545715165
1,-0.39617629583674824,1.2361302113679404,0.9837743002966797,0.25234856210117595,0.9817032534879854,1.0163761463654608,62.10975228616333
2,-0.23032385769657063,0.05374942958412703,0.9989687972414761,0.30879616107769015,0.981162692841934,1.2216895743645915,69.97080338860277
3,-0.2080063371151216,0.05436735413158917,0.9920920216006072,0.5993870746038779,0.9942163259685024,1.152992307334544,65.09266714692193
4,-0.2316095565231204,0.272210613800221,0.9875647122512513,0.5269951041088745,0.9960722825814219,1.032685988710707,49.9071487250791
5,-0.16644046074987306,0.035147128637349735,0.9984448032599885,0.328784118761136,0.9879453452407656,1.2508582205305006,61.94148345916296
6,-0.008327430021979106,0.0002444755570180072,0.9826321288781983,0.35293246581753457,0.9999011910279653,1.0811012221689817,48.38130017225456
7,-0.42607048244890927,0.6798329161917213,0.99237397605652,0.30135316013067387,0.9901641747587253,1.1299301420931298,42.01350970221307
8,-0.41128764881301866,1.1394729908647492,0.9822405273005425,0.3828334728984868,0.9942350436542423,1.0899044700130864,54.0936146944465
9,-0.2790330177248862,0.19918524433089652,0.9918361763303878,0.2434343637948146,0.9891068596318304,1.3029832488192747,52.407963070721166
10,-0.2848966029312853,0.6512450761954415,0.994098153393085,0.24543637190998566,0.9821298652163194,1.3442232913925134,65.61770071968124
11,-0.16886613758412258,0.058058582124895536,0.9913928368040303,0.6543465396038347,0.9834528582790966,1.1309223456433866,46.210774047647405
12,-0.21482117873076087,0.37029327315506877,0.9958606584069615,0.2768096706305166,0.9875503170093456,1.3795035872738992,41.770632189029385
13,-0.41314789051165807,0.39717179886767895,0.9966408335566604,0.2972929696563402,0.9825643685742983,1.0950667112488734,52.74177820176921
14,-0.5537847423844007,0.34410380988327316,0.9988022944669743,0.5499542776666049,0.9858598050323212,1.3847269147742656,50.241025757840816
15,-0.2137031849598205,0.05116395733439323,0.9970824535808606,0.7824589775145734,0.9983561575766969,1.1171538588739793,62.628465674335985
16,-0.3160740769585857,0.6732075814573688,0.9861967734919208,0.20704741754506006,0.9965939830449552,1.1425977771610738,63.76851357657826
17,-0.28996713053461626,1.0882824382976082,0.9912830560625416,0.4406645659738282,0.9908900361875148,1.0198564266288754,56.878258835269165
18,-0.18790038304039344,0.8159426962869404,0.9899488143179935,0.6433367617756488,0.9959905530019132,1.0556488455718336,68.20133212562294
19,-0.5491911034508087,0.23705478897905108,0.9815011801306602,0.21597549512685413,0.9836944655080713,1.2826806512462037,60.06594732842861
20,-0.4323821507052356,0.32139916395253315,0.9861698143934883,0.5010800883560894,0.9854605901643991,1.2137339270965668,45.26164293449438
21,-0.3045218920808407,0.7069736567890448,0.9999894244545605,0.429994457480665,0.9860195392465374,1.1840461261408253,40.18928496486099
22,-0.27250317196687435,0.08113512092837981,0.9884787230290006,0.5540870382217047,0.9912876418731362,1.392120043541717,56.781821973787864
23,-0.3256265580029497,0.16715567501562137,0.9944249203555764,0.7542204781962905,0.9924455716284397,1.1929273265288198,44.211901789845406
24,-0.4159005280684021,0.13441729744362255,0.9801952314702846,0.44279880717089704,0.9851050297441933,1.3254805593854264,48.36554350853871
25,-0.3338156807653374,0.23655392751906945,0.9848366556695011,0.7157810227119242,0.9801564075044767,1.251578518565831,40.63287065054394
26,-0.4407421538624096,0.33279391935668345,0.9883588911893585,0.5757070967429753,0.98787591619729,1.1561192713712032,43.333044960889254
27,-0.4732063268876671,0.2515363643135072,0.9802312013798918,0.4046947552858985,0.9863298848387674,1.0665186890732086,50.26239969203579
28,-0.3650170180440428,0.07976024347493103,0.9847163859054866,0.4809514156931572,0.9927907526613075,1.0016390008659966,59.277326258004535
29,-0.45733623256977757,1.2414428917261282,0.9941196250655209,0.6259464725416862,0.9836848982883805,1.0428690800829743,46.496170076795345
30,-0.21666497107201127,0.1350519649476319,0.9998104821725025,0.6920570730423435,0.9892318764773189,1.3587249219371924,51.3579994079681
31,-0.2970530567491636,0.3626471645410398,0.9838798524557875,0.48219614602860894,0.9804070675743066,1.234941451015627,55.127003306273146
32,-0.3520324799627642,0.28597478111716224,0.9981840534101539,0.5301920427953365,0.9848938434243023,1.2061931597112767,47.9190205426091
33,-0.7843103630395342,0.3790213408013934,0.9898642815331368,0.3554176369014716,0.987165395986475,1.160189714778466,43.389977343801874
34,-0.2652552794539545,0.36805278916529066,0.9869073510121147,0.3494324601685387,0.9888727245683883,1.1617445013027317,42.971385708884874
35,-0.47135013681076093,0.9246646450183003,0.9896250126434855,0.3639851267060354,0.9870904220403491,1.1141706979807262,40.07891399219407
36,-1.2743168497702566,0.7634069411264867,0.9816053409388296,0.3277301037471797,0.9926741771776347,1.1734291916791744,41.52193602339545
37,-0.28783161483567954,0.3979664065053545,0.9815877305680417,0.32899365935382924,0.9938664833983974,1.1698601105317108,44.499985147119475
38,-0.1723622817788352,0.02682066672588806,0.9930693139003886,0.4062390515342873,0.9980230361980214,1.281007581268472,41.59347946911627
39,-0.42197086516867,0.8476256052365072,0.9837349816646385,0.26153993023639266,0.9919993800862823,1.1067647771568854,47.20625357520623
40,-0.4253511064630327,0.21757490279823913,0.9890420887082115,0.33408528402339943,0.9949498906469122,1.2346940963772017,43.18064927140745
41,-0.5346681239067281,0.305228297589382,0.9905859600859835,0.2848932515049794,0.9897744874817955,1.1752591821206715,45.53365409497912
42,-0.2203386346894551,0.1199719228032857,0.9829466381175018,0.23258419119697715,0.9907385828847732,1.0763330064586567,69.24953012235719
43,-0.2779984198186864,0.15728212941188502,0.9806688583887214,0.3817635497577708,0.9938067773425996,1.1431071685905412,49.016052216336945
44,-0.22216220800897185,0.02089976467041531,0.9932696986873099,0.30616059384849725,0.9982222583374016,1.268264768927481,54.69891998699187
45,-0.02273951754072839,0.0010635167637361369,0.9875921173849919,0.45958377999556055,0.9995016176361621,1.2024946077093064,41.22684770699833
46,-0.6668448120434561,0.2819979830665598,0.9950645592498886,0.20025513749467355,0.9869537962978219,1.3039808536160735,52.91724778569024
47,-0.30977715531485306,0.16679059536152077,0.9855594746892026,0.266289932629907,0.9954246858182302,1.101478045770012,51.468968173220226
48,-0.2367094042314858,0.1499489825437911,0.996830469289487,0.3779679376819653,0.9883390167277876,1.136287330548862,56.59748528471118
49,-0.3895522817738759,0.2093262293616897,0.982851939925349,0.4143794853948613,0.9815028824819757,1.2387034926958669,66.23922489136181
50,-0.34428298806168917,0.5155924108225721,0.9908659344854824,0.5056952657406824,0.9843546481935255,1.1895362129087694,42.473048840107424
51,-0.6425991259146145,1.600012362981504,0.9923033565449304,0.22769000478335458,0.9968008094153148,1.0811088780351366,49.39348140935269
52,-0.29674093130810625,0.1673507970465358,0.9979115196455489,0.35025274908625487,0.9900626950305061,1.0318380100899591,58.318207738214866
