Index,Score,Std Dev,a,alpha,b,lamb,zeta
0,-0.05241438579218743,0.009243884257142128,0.993845485634328,0.5643382488822337,0.9649921882984785,1.4926452206215455,2.4991806397870606
1,-0.13721435859854691,0.36511632156482643,0.996661673124217,0.8514715193224676,0.9681511793794612,1.2645584456778773,9.763019232898968
2,-0.14567917766409463,0.26959696793394666,0.9840614454946145,0.6339632125142545,0.9958085789628752,1.2506836066037426,7.455924483374132
3,-0.2715007198384193,0.15958352648235485,0.979711550708247,0.5084539309968821,0.9883453181467018,1.1490200315087853,7.588304091927313
4,-0.14193988662651813,0.04993321004612363,0.9627634545593211,0.5293886654063364,0.98937954870499,1.0778468999528545,9.780391559431756
5,-1.8165758283425566,3.050736467234027,0.978405540988003,0.45767331611354417,0.9976236141567467,1.0118747156122683,5.809481906014601
6,-0.250549216779081,0.43009270473322886,0.9721296234548303,0.49233494219823065,0.9866938074725866,1.3570095620879699,4.652449129197035
7,-1.1813613984180455,9.782552397846384,0.9703269875841763,0.7557357228646919,0.9906954714070844,1.0182217822678494,2.315659088547574
8,-0.07484773107017173,0.3614424246723138,0.9779948642637285,0.422966391866611,0.9632823402705195,1.3474207182451239,8.28477584830084
9,-0.12195303745333308,0.052872311150475026,0.9656253833831571,0.4548147335013682,0.9837164997394365,1.01914778205127,6.208243150768076
10,-0.17198717799389862,0.05803146319719066,0.9992184728421959,0.6672766658399004,0.9732515804548191,1.1849157278256928,9.377835377901668
11,-0.12695629660402774,0.07409785699634212,0.997995314967809,0.3376164241440603,0.9729507599829219,1.197781743500084,6.972901602257833
